1,6.78
2,10.94
3,15.78
4,20.62
5,24.98
6,29.58
7,33.36
8,36.94
9,40.14
10,43.58
11,46.98
12,49.94
13,53.0
14,55.28
15,58.32
16,61.38
17,63.82
18,66.92
19,69.36
20,71.6
21,73.32
22,75.14
23,76.76
24,78.74
25,80.48
26,81.96
27,83.54
28,85.24
29,86.62
30,87.62
31,88.38
32,89.14
33,90.06
34,90.88
35,91.72
36,92.38
37,93.08
38,93.72
39,94.26
40,95.02
41,95.5
42,95.98
43,96.52
44,96.94
45,97.18
46,97.38
47,97.76
48,97.98
49,98.16
50,98.22
51,98.52
52,98.56
53,98.74
54,98.98
55,99.16
56,99.38
57,99.48
58,99.64
59,99.68
60,99.78
61,99.86
62,99.88
63,99.9
64,99.94
65,99.96
66,99.98
67,99.98
68,99.98
69,100.0
