0,0.08565728309447877
0,0.015114539888454601
0,0.029262028781813568
1,0.0002825349122576881
2,0.00010311467041901779
3,5.376563141908264e-05
4,3.3356514941260683e-05
5,2.26838982780464e-05
6,1.6504155810252995e-05
7,1.2573065905598924e-05
8,9.87439505479415e-06
9,8.01100149146805e-06
10,6.6208762700625814e-06
11,5.602095220638148e-06
12,4.796498596988386e-06
13,4.1638869356575015e-06
14,3.643817080956069e-06
15,3.227577942652715e-06
16,2.9074070039314394e-06
17,2.6150863970997308e-06
18,2.373278849745475e-06
19,2.182920716222725e-06
20,2.0122220746543463e-06
21,1.8601922636207746e-06
22,1.746304328662518e-06
23,1.6388891174301535e-06
24,1.5424485854964587e-06
25,1.460270574398237e-06
26,1.3849253082298674e-06
27,1.313190668952302e-06
28,1.264612769773521e-06
29,1.2077417602540662e-06
30,1.1631219780383617e-06
31,1.121532727097474e-06
32,1.0856441321038802e-06
33,1.0510244277384117e-06
34,1.0204402826730075e-06
35,9.888348489539566e-07
36,9.598065582849812e-07
37,9.337963928146564e-07
38,9.139056430740311e-07
39,8.877473823076798e-07
40,8.639413522359973e-07
41,8.404945970141853e-07
42,8.223834697673738e-07
43,8.031504836480963e-07
44,7.893242383261167e-07
45,7.697613750679011e-07
46,7.533192058417625e-07
47,7.328799239303408e-07
48,7.20771041073931e-07
49,7.164531712078315e-07
50,7.006064416259506e-07
51,6.861579754513514e-07
52,6.648522915497779e-07
53,6.593601770532586e-07
54,6.552118063041234e-07
55,6.44986943996173e-07
56,6.413530354620889e-07
57,6.374908087991571e-07
58,6.358823640084665e-07
59,6.284066762418661e-07
60,6.239637750127258e-07
61,5.974034593236866e-07
62,6.064118417725694e-07
63,6.049995405987829e-07
64,6.035371336565731e-07
65,6.026116042789909e-07
66,5.994453508151309e-07
67,5.968913811216225e-07
68,5.953613950282488e-07
69,5.938578294717445e-07
70,5.910297639388773e-07
71,5.903671248574938e-07
72,5.890083696158399e-07
73,5.873083992469219e-07
74,5.852444766674125e-07
75,5.827322809182078e-07
76,5.806391988016913e-07
77,5.79349426175213e-07
78,5.777167052656296e-07
79,5.75257514014993e-07
80,5.735154945796239e-07
81,5.715492673630251e-07
82,5.686758927936353e-07
83,5.673293046015715e-07
84,5.648300970051423e-07
85,5.628832710158349e-07
86,5.592680645349901e-07
87,5.561644630347473e-07
88,5.542301317973397e-07
89,5.516018114803955e-07
90,5.480131582658032e-07
91,5.453083636552947e-07
92,5.427098136578934e-07
93,5.403323478958555e-07
94,5.367335282357999e-07
95,5.347110146658452e-07
96,5.320099737105011e-07
97,5.298318671975721e-07
98,5.281600761009031e-07
99,5.25368267290105e-07
100,5.241271915679135e-07
101,5.230802764799591e-07
102,5.216853918454945e-07
103,5.209740669442909e-07
104,5.193711831452674e-07
105,5.199591916493774e-07
106,5.19181801053037e-07
107,5.180044286134943e-07
108,5.180829882078797e-07
109,5.182109296697491e-07
110,5.174972406507549e-07
111,5.179075640171505e-07
112,5.168340564409846e-07
113,5.174207842628675e-07
114,5.171565405248657e-07
115,5.166209675167011e-07
116,5.168814124090205e-07
117,5.166205866657947e-07
118,5.165381872984654e-07
119,5.155472214823931e-07
120,5.160569369877521e-07
121,5.160238060852862e-07
122,5.164607705410163e-07
123,5.158077334499466e-07
124,5.152199972258131e-07
125,5.152882323500307e-07
126,5.154722447286986e-07
127,5.151107384904208e-07
128,5.153940747959495e-07
129,5.156794071581317e-07
130,5.153023084858432e-07
131,5.156701953978882e-07
132,5.147899767621311e-07
133,5.153271473545829e-07
134,5.155002901346961e-07
135,5.15253477431088e-07
136,5.152674921760081e-07
137,5.14980149546318e-07
138,5.152346858494638e-07
139,5.151538900349805e-07
140,5.152974793531939e-07
141,5.149165210127648e-07
142,5.151301098749173e-07
143,5.153620315923036e-07
144,5.146945122191937e-07
145,5.151637236622264e-07
146,5.147438750441325e-07
147,5.15049033822379e-07
148,5.149648231395076e-07
149,5.152666687990859e-07
